"时间","下次更新","排名","分数","播放","传播","喜好","畅销","推荐"
"1.69266e+12","2023.08.22 07:45","465","13.46","35.46","0.21","0.73","46.25","0.11"
"1692661200000","2023.08.22 08:05","441","13.87","35.49","0.21","0.74","48.30","0.11"
"1692664800000","2023.08.22 09:05","443","14.00","35.76","0.21","0.76","48.30","0.11"
"1692667800000","2023.08.22 09:55","453","14.07","35.89","0.21","0.76","48.30","0.11"
"1692669600000","2023.08.22 10:25","440","14.40","35.96","0.21","0.79","49.82","0.11"
"1692670200000","2023.08.22 10:35","442","14.45","36.04","0.21","0.79","49.82","0.11"
"1692670800000","2023.08.22 10:45","442","14.47","36.09","0.21","0.79","49.82","0.11"
"1.692672e+12","2023.08.22 11:05","441","14.53","36.20","0.21","0.83","49.82","0.11"
"1692673200000","2023.08.22 11:25","437","14.68","36.24","0.21","0.84","50.46","0.11"
"1692673800000","2023.08.22 11:35","440","14.69","36.26","0.21","0.84","50.46","0.11"
"1692674400000","2023.08.22 11:45","431","14.89","36.31","0.21","0.84","51.37","0.11"
"1692675600000","2023.08.22 12:05","411","15.42","36.39","0.21","0.89","53.77","0.11"
"1692676800000","2023.08.22 12:25","404","15.66","36.54","0.21","0.89","54.57","0.12"
"1692677400000","2023.08.22 12:35","406","15.69","36.58","0.21","0.89","54.57","0.12"
"1.692678e+12","2023.08.22 12:45","406","15.71","36.62","0.21","0.92","54.57","0.12"
"1692679200000","2023.08.22 13:05","406","15.76","36.71","0.21","0.92","54.57","0.12"
"1692680400000","2023.08.22 13:25","406","15.79","36.75","0.21","0.96","54.57","0.12"
"1.692681e+12","2023.08.22 13:35","405","15.92","36.78","0.21","0.98","55.10","0.12"
"1692681600000","2023.08.22 13:45","405","15.92","36.80","0.21","0.98","55.10","0.12"
"1692682800000","2023.08.22 14:05","405","15.96","36.86","0.21","0.99","55.10","0.12"
"1.692684e+12","2023.08.22 14:25","408","15.97","36.88","0.21","0.99","55.10","0.12"
"1692685800000","2023.08.22 14:55","404","16.08","36.94","0.21","0.99","55.44","0.14"
"1692686400000","2023.08.22 15:05","405","16.08","36.94","0.21","0.99","55.44","0.14"
"1692687600000","2023.08.22 15:25","404","16.13","37.01","0.21","0.99","55.44","0.20"
"1692688200000","2023.08.22 15:35","410","16.15","37.04","0.21","0.99","55.44","0.20"
"1692688800000","2023.08.22 15:45","410","16.16","37.07","0.21","0.99","55.44","0.20"
"1.69269e+12","2023.08.22 16:05","410","16.20","37.14","0.21","1.02","55.44","0.20"
"1692691200000","2023.08.22 16:25","411","16.34","37.23","0.21","1.02","55.88","0.20"
"1692692400000","2023.08.22 16:45","407","16.50","37.29","0.21","1.06","56.46","0.20"
"1692693600000","2023.08.22 17:05","407","16.62","37.34","0.21","1.09","56.87","0.20"
"1692694800000","2023.08.22 17:25","407","16.65","37.40","0.21","1.09","56.87","0.20"
"1692695400000","2023.08.22 17:35","408","16.67","37.44","0.21","1.09","56.87","0.20"
"1.692696e+12","2023.08.22 17:45","403","16.95","37.48","0.21","1.09","58.11","0.20"
"1692697200000","2023.08.22 18:05","402","17.05","37.55","0.21","1.09","58.39","0.20"
"1692698400000","2023.08.22 18:25","407","17.09","37.61","0.21","1.10","58.42","0.20"
"1692699600000","2023.08.22 18:45","405","17.14","37.70","0.21","1.11","58.42","0.20"
"1692699600000","2023.08.22 18:45","405","17.14","37.70","0.21","1.11","58.42","0.20"
"1692700800000","2023.08.22 19:05","404","17.18","37.77","0.21","1.11","58.42","0.20"
"1.692702e+12","2023.08.22 19:25","406","17.21","37.81","0.21","1.13","58.42","0.20"
"1692702600000","2023.08.22 19:35","406","17.22","37.84","0.21","1.14","58.42","0.20"
"1692703200000","2023.08.22 19:45","408","17.25","37.86","0.21","1.14","58.47","0.20"
"1692704400000","2023.08.22 20:05","408","17.28","37.92","0.21","1.15","58.47","0.20"
"1692706200000","2023.08.22 20:35","411","17.32","37.98","0.21","1.19","58.47","0.20"
"1.692708e+12","2023.08.22 21:05","411","17.34","38.01","0.21","1.19","58.50","0.20"
"1692709200000","2023.08.22 21:25","413","17.35","38.03","0.21","1.19","58.50","0.20"
"1692709800000","2023.08.22 21:35","413","17.37","38.03","0.21","1.19","58.57","0.20"
"1.692711e+12","2023.08.22 21:55","414","17.42","38.07","0.21","1.19","58.69","0.20"
"1692711600000","2023.08.22 22:05","414","17.43","38.08","0.21","1.21","58.69","0.20"
"1692713400000","2023.08.22 22:35","415","17.47","38.15","0.21","1.22","58.69","0.20"
"1692713400000","2023.08.22 22:35","415","17.47","38.15","0.21","1.22","58.69","0.20"
"1.692714e+12","2023.08.22 22:45","415","17.48","38.17","0.21","1.22","58.69","0.20"
"1692715200000","2023.08.22 23:05","416","17.49","38.19","0.21","1.22","58.69","0.20"
"1692716400000","2023.08.22 23:25","416","17.58","38.24","0.21","1.23","58.99","0.20"
"1.692717e+12","2023.08.22 23:35","417","17.59","38.24","0.21","1.23","58.99","0.20"
"1692717600000","2023.08.22 23:45","417","17.59","38.24","0.21","1.23","58.99","0.20"
"1692718800000","2023.08.23 00:05","417","17.60","38.26","0.21","1.23","58.99","0.20"
"1.69272e+12","2023.08.23 00:25","417","17.62","38.30","0.21","1.25","58.99","0.20"
"1692721200000","2023.08.23 00:45","417","17.64","38.33","0.21","1.25","59.02","0.20"
"1692722400000","2023.08.23 01:05","418","17.66","38.36","0.21","1.26","59.02","0.20"
"1692723600000","2023.08.23 01:25","418","17.69","38.38","0.21","1.27","59.07","0.20"
"1692724200000","2023.08.23 01:35","417","17.69","38.39","0.21","1.27","59.07","0.20"
"1692724800000","2023.08.23 01:45","417","17.71","38.40","0.21","1.28","59.11","0.20"
"1.692726e+12","2023.08.23 02:05","417","17.71","38.40","0.21","1.30","59.11","0.20"
"1692727200000","2023.08.23 02:25","417","17.75","38.42","0.21","1.31","59.21","0.20"
"1692727800000","2023.08.23 02:35","417","17.75","38.43","0.21","1.31","59.21","0.20"
"1692728400000","2023.08.23 02:45","417","17.75","38.44","0.21","1.31","59.21","0.20"
"1692729600000","2023.08.23 03:05","417","17.76","38.45","0.21","1.31","59.21","0.20"
"1692730800000","2023.08.23 03:25","417","17.77","38.46","0.21","1.31","59.21","0.20"
"1692731400000","2023.08.23 03:35","418","17.78","38.47","0.21","1.31","59.21","0.20"
"1.692732e+12","2023.08.23 03:45","418","17.78","38.48","0.21","1.31","59.21","0.20"
"1692733200000","2023.08.23 04:05","419","17.78","38.49","0.21","1.31","59.21","0.20"
"1692734400000","2023.08.23 04:25","418","17.81","38.50","0.21","1.31","59.31","0.20"
"1.692735e+12","2023.08.23 04:35","418","17.81","38.50","0.21","1.31","59.31","0.20"
"1692735600000","2023.08.23 04:45","418","17.81","38.50","0.21","1.31","59.31","0.20"
"1692736800000","2023.08.23 05:05","419","17.82","38.52","0.21","1.31","59.31","0.20"
"1.692738e+12","2023.08.23 05:25","420","17.82","38.52","0.21","1.31","59.31","0.20"
"1692738600000","2023.08.23 05:35","421","17.83","38.53","0.21","1.31","59.31","0.20"
"1692739200000","2023.08.23 05:45","421","17.83","38.53","0.21","1.31","59.31","0.20"
"1692740400000","2023.08.23 06:05","422","17.84","38.55","0.21","1.31","59.31","0.20"
"1692741600000","2023.08.23 06:25","421","17.85","38.57","0.21","1.31","59.31","0.20"
"1692742200000","2023.08.23 06:35","421","17.85","38.58","0.21","1.31","59.31","0.20"
"1692742800000","2023.08.23 06:45","422","17.86","38.58","0.21","1.31","59.31","0.20"
"1.692744e+12","2023.08.23 07:05","422","17.86","38.59","0.21","1.31","59.31","0.20"
"1692745200000","2023.08.23 07:25","423","17.87","38.60","0.21","1.31","59.31","0.20"
"1692745800000","2023.08.23 07:35","425","17.87","38.61","0.21","1.31","59.31","0.20"
"1692746400000","2023.08.23 07:45","425","17.87","38.61","0.21","1.31","59.31","0.20"
"1692747600000","2023.08.23 08:05","426","17.88","38.63","0.21","1.31","59.31","0.20"
"1692751200000","2023.08.23 09:05","426","17.97","38.71","0.41","1.31","59.31","0.20"
"1692754200000","2023.08.23 09:55","432","18.01","38.76","0.41","1.31","59.31","0.20"
"1692755400000","2023.08.23 10:15","433","18.02","38.79","0.41","1.32","59.31","0.20"
"1692756600000","2023.08.23 10:35","437","18.03","38.80","0.41","1.32","59.31","0.20"
"1692757800000","2023.08.23 10:55","438","18.04","38.83","0.41","1.33","59.31","0.20"
"1692758400000","2023.08.23 11:05","438","18.05","38.84","0.41","1.33","59.31","0.20"
"1692759600000","2023.08.23 11:25","438","18.07","38.86","0.41","1.38","59.31","0.20"
"1692760200000","2023.08.23 11:35","440","18.08","38.88","0.41","1.38","59.31","0.20"
"1692760800000","2023.08.23 11:45","439","18.10","38.88","0.41","1.38","59.40","0.20"
"1.692762e+12","2023.08.23 12:05","439","18.14","38.91","0.41","1.42","59.48","0.20"
"1692763200000","2023.08.23 12:25","439","18.17","38.94","0.41","1.42","59.52","0.20"
"1692764400000","2023.08.23 12:45","440","18.21","38.97","0.41","1.42","59.62","0.20"
"1.692765e+12","2023.08.23 12:55","437","18.28","38.98","0.41","1.43","59.95","0.20"
"1692765600000","2023.08.23 13:05","437","18.30","38.99","0.41","1.43","60.02","0.20"
"1692766800000","2023.08.23 13:25","437","18.32","39.01","0.41","1.46","60.02","0.20"
"1692767400000","2023.08.23 13:35","438","18.33","39.02","0.41","1.47","60.02","0.20"
"1.692768e+12","2023.08.23 13:45","438","18.34","39.03","0.41","1.47","60.02","0.20"
"1692769200000","2023.08.23 14:05","438","18.36","39.06","0.41","1.47","60.05","0.20"
"1692770400000","2023.08.23 14:25","439","18.38","39.08","0.41","1.50","60.05","0.20"
"1692771600000","2023.08.23 14:45","441","18.41","39.10","0.41","1.51","60.17","0.20"
"1692772800000","2023.08.23 15:05","443","18.42","39.12","0.41","1.51","60.17","0.20"
"1.692774e+12","2023.08.23 15:25","443","18.44","39.15","0.41","1.53","60.17","0.20"
"1692774600000","2023.08.23 15:35","446","18.46","39.16","0.41","1.53","60.22","0.20"
"1692775200000","2023.08.23 15:45","446","18.47","39.18","0.41","1.53","60.22","0.20"
"1692776400000","2023.08.23 16:05","446","18.50","39.20","0.41","1.55","60.28","0.20"
"1692777600000","2023.08.23 16:25","446","18.51","39.22","0.41","1.55","60.28","0.20"
"1692778800000","2023.08.23 16:45","449","18.54","39.26","0.41","1.55","60.28","0.20"
"1.69278e+12","2023.08.23 17:05","448","18.59","39.32","0.41","1.55","60.40","0.20"
"1692781200000","2023.08.23 17:25","449","18.62","39.35","0.41","1.55","60.43","0.20"
"1692781800000","2023.08.23 17:35","448","18.63","39.36","0.41","1.55","60.43","0.20"
"1692782400000","2023.08.23 17:45","449","18.64","39.38","0.41","1.55","60.43","0.20"
"1692783600000","2023.08.23 18:05","449","18.66","39.41","0.41","1.55","60.43","0.20"
"1692784800000","2023.08.23 18:25","449","18.68","39.45","0.41","1.56","60.43","0.20"
"1692785400000","2023.08.23 18:35","450","18.69","39.46","0.41","1.56","60.46","0.20"
"1.692786e+12","2023.08.23 18:45","451","18.71","39.49","0.41","1.56","60.46","0.20"
"1692787200000","2023.08.23 19:05","451","18.73","39.52","0.41","1.56","60.46","0.20"
"1692788400000","2023.08.23 19:25","451","18.75","39.54","0.41","1.57","60.51","0.20"
"1.692789e+12","2023.08.23 19:35","452","18.77","39.56","0.41","1.60","60.51","0.20"
"1692789600000","2023.08.23 19:45","452","18.78","39.58","0.41","1.60","60.51","0.20"
"1692790800000","2023.08.23 20:05","453","18.80","39.60","0.41","1.63","60.51","0.20"
"1692792600000","2023.08.23 20:35","454","18.82","39.63","0.41","1.64","60.51","0.20"
"1692794400000","2023.08.23 21:05","453","18.85","39.66","0.41","1.65","60.58","0.20"
"1692795600000","2023.08.23 21:25","457","18.86","39.68","0.41","1.65","60.58","0.20"
"1692796200000","2023.08.23 21:35","458","18.88","39.71","0.41","1.65","60.58","0.20"
"1692796800000","2023.08.23 21:45","458","18.88","39.71","0.41","1.65","60.58","0.20"
"1.692798e+12","2023.08.23 22:05","458","18.91","39.74","0.41","1.65","60.63","0.20"
"1692799200000","2023.08.23 22:25","458","18.92","39.76","0.41","1.66","60.63","0.20"
"1692800400000","2023.08.23 22:45","459","18.98","39.80","0.41","1.70","60.74","0.20"
"1692801600000","2023.08.23 23:05","460","19.05","39.82","0.41","1.75","60.92","0.25"
"1692802800000","2023.08.23 23:25","460","19.06","39.84","0.41","1.78","60.92","0.25"
"1692803400000","2023.08.23 23:35","460","19.07","39.86","0.41","1.78","60.92","0.25"
"1.692804e+12","2023.08.23 23:45","460","19.08","39.87","0.41","1.79","60.92","0.25"
"1692805200000","2023.08.24 00:05","460","19.10","39.90","0.41","1.81","60.92","0.27"
"1692806400000","2023.08.24 00:25","460","19.11","39.91","0.41","1.82","60.92","0.27"
"1692808200000","2023.08.24 00:55","460","19.13","39.94","0.41","1.83","60.92","0.27"
"1692808800000","2023.08.24 01:05","460","19.14","39.95","0.41","1.83","60.92","0.27"
"1.69281e+12","2023.08.24 01:25","460","19.15","39.96","0.41","1.83","60.92","0.27"
"1692810600000","2023.08.24 01:35","461","19.17","39.97","0.41","1.83","61.02","0.27"
"1692811200000","2023.08.24 01:45","461","19.18","39.98","0.41","1.83","61.02","0.27"
"1692812400000","2023.08.24 02:05","461","19.19","39.99","0.41","1.83","61.02","0.27"
"1692813600000","2023.08.24 02:25","461","19.19","40.01","0.41","1.83","61.02","0.27"
"1692814200000","2023.08.24 02:35","461","19.20","40.02","0.41","1.85","61.02","0.27"
"1692814800000","2023.08.24 02:45","461","19.21","40.02","0.41","1.85","61.02","0.27"
"1.692816e+12","2023.08.24 03:05","461","19.21","40.03","0.41","1.85","61.02","0.27"
"1692817200000","2023.08.24 03:25","461","19.22","40.05","0.41","1.85","61.02","0.27"
"1692818400000","2023.08.24 03:45","461","19.23","40.06","0.41","1.85","61.02","0.27"
"1692819600000","2023.08.24 04:05","461","19.24","40.07","0.41","1.85","61.02","0.27"
"1692820800000","2023.08.24 04:25","461","19.25","40.09","0.41","1.85","61.02","0.27"
"1692821400000","2023.08.24 04:35","461","19.25","40.09","0.41","1.85","61.02","0.27"
"1.692822e+12","2023.08.24 04:45","461","19.25","40.10","0.41","1.85","61.02","0.27"
"1692823200000","2023.08.24 05:05","461","19.26","40.11","0.41","1.85","61.02","0.27"
"1692824400000","2023.08.24 05:25","461","19.26","40.12","0.41","1.85","61.02","0.27"
"1.692825e+12","2023.08.24 05:35","463","19.26","40.12","0.41","1.85","61.02","0.27"
"1692825600000","2023.08.24 05:45","463","19.27","40.12","0.41","1.85","61.02","0.27"
"1692826800000","2023.08.24 06:05","463","19.28","40.14","0.41","1.85","61.02","0.27"
"1.692828e+12","2023.08.24 06:25","463","19.28","40.15","0.41","1.87","61.02","0.27"
"1692828600000","2023.08.24 06:35","463","19.29","40.16","0.41","1.87","61.02","0.27"
"1692829200000","2023.08.24 06:45","463","19.29","40.16","0.41","1.89","61.02","0.27"
"1692830400000","2023.08.24 07:05","463","19.30","40.17","0.41","1.89","61.02","0.27"
"1692831600000","2023.08.24 07:25","465","19.31","40.18","0.41","1.89","61.02","0.27"
"1692832200000","2023.08.24 07:35","466","19.31","40.19","0.41","1.89","61.02","0.27"
"1692832800000","2023.08.24 07:45","467","19.31","40.19","0.41","1.89","61.02","0.27"
"1.692834e+12","2023.08.24 08:05","468","19.32","40.21","0.41","1.89","61.02","0.27"
"1692837600000","2023.08.24 09:05","469","19.39","40.27","0.41","1.92","61.13","0.27"
"1692840600000","2023.08.24 09:55","469","19.44","40.34","0.41","1.92","61.18","0.27"
"1.692843e+12","2023.08.24 10:35","471","19.48","40.41","0.41","1.93","61.18","0.27"
"1692844200000","2023.08.24 10:55","470","19.50","40.44","0.41","1.93","61.18","0.27"
"1692844800000","2023.08.24 11:05","471","19.51","40.46","0.41","1.93","61.18","0.27"
"1.692846e+12","2023.08.24 11:25","471","19.53","40.48","0.41","1.94","61.18","0.27"
"1692846600000","2023.08.24 11:35","472","19.53","40.49","0.41","1.94","61.18","0.27"
"1692847200000","2023.08.24 11:45","472","19.55","40.52","0.41","1.95","61.18","0.27"
"1692848400000","2023.08.24 12:05","473","19.56","40.54","0.41","1.97","61.18","0.27"
"1692850200000","2023.08.24 12:35","475","19.59","40.57","0.41","2.02","61.18","0.27"
"1692850800000","2023.08.24 12:45","475","19.60","40.58","0.41","2.02","61.22","0.27"
"1.692852e+12","2023.08.24 13:05","478","19.62","40.60","0.41","2.02","61.22","0.27"
"1692853200000","2023.08.24 13:25","478","19.66","40.63","0.41","2.03","61.34","0.27"
"1692853800000","2023.08.24 13:35","478","19.67","40.63","0.41","2.03","61.34","0.27"
"1692854400000","2023.08.24 13:45","478","19.67","40.64","0.41","2.03","61.34","0.27"
"1692855600000","2023.08.24 14:05","479","19.68","40.66","0.41","2.03","61.34","0.27"
"1692856800000","2023.08.24 14:25","479","19.69","40.68","0.41","2.03","61.34","0.27"
"1.692858e+12","2023.08.24 14:45","480","19.71","40.71","0.41","2.06","61.34","0.27"
"1692859200000","2023.08.24 15:05","481","19.72","40.72","0.41","2.06","61.34","0.27"
"1692860400000","2023.08.24 15:25","479","19.78","40.75","0.41","2.11","61.48","0.27"
"1.692861e+12","2023.08.24 15:35","478","19.79","40.76","0.41","2.11","61.50","0.27"
"1692861600000","2023.08.24 15:45","478","19.80","40.78","0.41","2.12","61.50","0.27"
"1692862800000","2023.08.24 16:05","478","19.83","40.80","0.41","2.12","61.58","0.27"
"1.692864e+12","2023.08.24 16:25","478","19.85","40.81","0.41","2.12","61.64","0.27"
"1692865200000","2023.08.24 16:45","479","19.87","40.83","0.41","2.12","61.64","0.27"
"1692866400000","2023.08.24 17:05","480","19.88","40.85","0.41","2.15","61.64","0.27"
"1692867600000","2023.08.24 17:25","481","19.89","40.87","0.41","2.15","61.64","0.27"
"1692868200000","2023.08.24 17:35","484","19.90","40.89","0.41","2.15","61.64","0.27"
"1692868800000","2023.08.24 17:45","484","19.91","40.90","0.41","2.15","61.64","0.27"
"1.69287e+12","2023.08.24 18:05","484","19.92","40.92","0.41","2.15","61.64","0.27"
"1692871200000","2023.08.24 18:25","484","19.94","40.95","0.41","2.15","61.64","0.27"
"1692871800000","2023.08.24 18:35","484","19.94","40.96","0.41","2.15","61.64","0.27"
"1692872400000","2023.08.24 18:45","485","19.95","40.97","0.41","2.15","61.64","0.27"
"1692873600000","2023.08.24 19:05","486","19.97","41.00","0.41","2.15","61.64","0.27"
"1692874800000","2023.08.24 19:25","486","19.98","41.02","0.41","2.15","61.64","0.27"
"1692875400000","2023.08.24 19:35","487","19.99","41.03","0.41","2.15","61.64","0.27"
"1.692876e+12","2023.08.24 19:45","488","20.00","41.04","0.41","2.15","61.64","0.27"
"1692877200000","2023.08.24 20:05","488","20.01","41.06","0.41","2.16","61.64","0.27"
"1.692879e+12","2023.08.24 20:35","490","20.03","41.09","0.41","2.16","61.64","0.27"
"1692880800000","2023.08.24 21:05","491","20.05","41.13","0.41","2.16","61.64","0.27"
"1.692882e+12","2023.08.24 21:25","489","20.11","41.15","0.41","2.18","61.75","0.34"
"1692883200000","2023.08.24 21:45","489","20.13","41.17","0.41","2.22","61.75","0.34"
"1692884400000","2023.08.24 22:05","490","20.14","41.19","0.41","2.24","61.75","0.34"
"1692885600000","2023.08.24 22:25","492","20.15","41.20","0.41","2.24","61.75","0.34"
"1692886200000","2023.08.24 22:35","492","20.18","41.22","0.41","2.24","61.81","0.34"
"1692886800000","2023.08.24 22:45","492","20.18","41.23","0.41","2.24","61.81","0.34"
"1.692888e+12","2023.08.24 23:05","493","20.22","41.25","0.41","2.27","61.87","0.35"
"1692889200000","2023.08.24 23:25","493","20.23","41.27","0.41","2.27","61.87","0.35"
"1692889800000","2023.08.24 23:35","495","20.23","41.27","0.41","2.27","61.87","0.35"
"1692890400000","2023.08.24 23:45","495","20.24","41.28","0.41","2.27","61.87","0.35"
"1692891600000","2023.08.25 00:05","496","20.25","41.30","0.41","2.27","61.87","0.35"
"1692892800000","2023.08.25 00:25","496","20.26","41.32","0.41","2.28","61.87","0.35"
"1692894600000","2023.08.25 00:55","496","20.29","41.35","0.41","2.28","61.93","0.35"
"1692895200000","2023.08.25 01:05","497","20.29","41.36","0.41","2.28","61.93","0.35"
"1692896400000","2023.08.25 01:25","497","20.30","41.37","0.41","2.28","61.93","0.35"
"1.692897e+12","2023.08.25 01:35","496","20.32","41.38","0.41","2.28","61.98","0.35"
"1692897600000","2023.08.25 01:45","496","20.32","41.38","0.41","2.28","61.98","0.35"
"1692898800000","2023.08.25 02:05","497","20.33","41.39","0.41","2.28","61.98","0.35"
"1.6929e+12","2023.08.25 02:25","496","20.34","41.41","0.41","2.28","61.98","0.35"
"1692901200000","2023.08.25 02:45","496","20.34","41.42","0.41","2.28","61.98","0.35"
"1692901800000","2023.08.25 02:55","496","20.35","41.42","0.41","2.28","61.98","0.35"
"1692902400000","2023.08.25 03:05","496","20.35","41.43","0.41","2.28","61.98","0.35"
"1.692903e+12","2023.08.25 03:15","496","20.36","41.45","0.41","2.28","61.98","0.35"
"1692904200000","2023.08.25 03:35","496","20.37","41.45","0.41","2.28","62.01","0.35"
"1692904800000","2023.08.25 03:45","496","20.37","41.45","0.41","2.28","62.01","0.35"
"1.692906e+12","2023.08.25 04:05","496","20.38","41.46","0.41","2.28","62.01","0.35"
"1692907200000","2023.08.25 04:25","496","20.38","41.47","0.41","2.28","62.01","0.35"
"1692908400000","2023.08.25 04:45","496","20.39","41.47","0.41","2.28","62.01","0.35"
"1692908400000","2023.08.25 04:45","496","20.39","41.47","0.41","2.28","62.01","0.35"
"1692909600000","2023.08.25 05:05","496","20.39","41.48","0.41","2.28","62.01","0.35"
"1692910800000","2023.08.25 05:25","496","20.39","41.49","0.41","2.28","62.01","0.35"
"1692911400000","2023.08.25 05:35","496","20.40","41.50","0.41","2.28","62.01","0.35"
"1.692912e+12","2023.08.25 05:45","496","20.41","41.50","0.41","2.30","62.05","0.35"
"1692913200000","2023.08.25 06:05","496","20.42","41.51","0.41","2.30","62.05","0.35"
"1692914400000","2023.08.25 06:25","496","20.42","41.51","0.41","2.30","62.05","0.35"
"1.692915e+12","2023.08.25 06:35","496","20.42","41.52","0.41","2.30","62.05","0.35"
"1692915600000","2023.08.25 06:45","496","20.42","41.52","0.41","2.30","62.05","0.35"
"1692916800000","2023.08.25 07:05","496","20.43","41.53","0.41","2.30","62.05","0.35"
"1.692918e+12","2023.08.25 07:25","496","20.43","41.54","0.41","2.30","62.05","0.35"
"1692918600000","2023.08.25 07:35","496","20.44","41.54","0.41","2.30","62.05","0.35"
"1692919200000","2023.08.25 07:45","496","20.44","41.54","0.41","2.30","62.07","0.35"
"1692920400000","2023.08.25 08:05","496","20.46","41.56","0.41","2.30","62.07","0.37"
"1.692924e+12","2023.08.25 09:05","496","20.50","41.62","0.41","2.30","62.07","0.37"
"1.692927e+12","2023.08.25 09:55","496","20.56","41.68","0.41","2.30","62.20","0.37"
"1692928800000","2023.08.25 10:25","497","20.58","41.71","0.41","2.31","62.20","0.37"
"1.69293e+12","2023.08.25 10:45","497","20.59","41.73","0.41","2.31","62.20","0.37"
"1692931200000","2023.08.25 11:05","497","20.60","41.74","0.41","2.31","62.20","0.37"
"1692932400000","2023.08.25 11:25","497","20.61","41.75","0.41","2.31","62.20","0.37"
"1.692933e+12","2023.08.25 11:35","499","20.63","41.77","0.41","2.31","62.27","0.37"
"1692933600000","2023.08.25 11:45","499","20.63","41.77","0.41","2.31","62.27","0.37"
"1692934800000","2023.08.25 12:05","499","20.64","41.78","0.41","2.31","62.27","0.37"
"1.692936e+12","2023.08.25 12:25","499","20.65","41.79","0.41","2.31","62.27","0.37"
"1692937200000","2023.08.25 12:45","500","20.66","41.81","0.41","2.31","62.27","0.37"
"1692937200000","2023.08.25 12:45","500","20.66","41.81","0.41","2.31","62.27","0.37"
"1692938400000","2023.08.25 13:05","501","20.67","41.82","0.41","2.31","62.27","0.37"
"1692939600000","2023.08.25 13:25","500","20.70","41.84","0.41","2.31","62.40","0.37"
"1692940200000","2023.08.25 13:35","501","20.71","41.84","0.41","2.31","62.40","0.37"
"1692940800000","2023.08.25 13:45","501","20.72","41.85","0.41","2.31","62.45","0.37"
"1.692942e+12","2023.08.25 14:05","501","20.77","41.87","0.41","2.31","62.58","0.37"
"1692943200000","2023.08.25 14:25","501","20.78","41.90","0.41","2.31","62.58","0.37"
"1692944400000","2023.08.25 14:45","501","20.81","41.92","0.41","2.31","62.64","0.37"
"1692945600000","2023.08.25 15:05","501","20.82","41.94","0.41","2.31","62.64","0.37"
"1692946800000","2023.08.25 15:25","501","20.85","41.96","0.41","2.31","62.74","0.37"
"1692947400000","2023.08.25 15:35","501","20.86","41.96","0.41","2.31","62.74","0.37"
"1.692948e+12","2023.08.25 15:45","501","20.86","41.97","0.41","2.31","62.74","0.37"
"1692949200000","2023.08.25 16:05","501","20.88","42.00","0.41","2.31","62.74","0.37"
"1692950400000","2023.08.25 16:25","501","20.89","42.01","0.41","2.33","62.74","0.37"
"1692951600000","2023.08.25 16:45","501","20.90","42.03","0.41","2.34","62.74","0.37"
"1692952800000","2023.08.25 17:05","501","20.92","42.05","0.41","2.36","62.74","0.37"
"1.692954e+12","2023.08.25 17:25","501","20.92","42.06","0.41","2.36","62.74","0.37"
"1692954600000","2023.08.25 17:35","501","20.93","42.07","0.41","2.36","62.74","0.37"
"1692955200000","2023.08.25 17:45","501","20.94","42.08","0.41","2.36","62.74","0.37"
"1692956400000","2023.08.25 18:05","501","20.97","42.11","0.41","2.36","62.82","0.37"
"1692957600000","2023.08.25 18:25","501","20.99","42.13","0.41","2.36","62.82","0.37"
"1692958200000","2023.08.25 18:35","502","20.99","42.15","0.41","2.36","62.82","0.37"
"1692958800000","2023.08.25 18:45","502","21.00","42.15","0.41","2.36","62.82","0.37"
"1.69296e+12","2023.08.25 19:05","502","21.02","42.17","0.41","2.36","62.86","0.37"
"1692961200000","2023.08.25 19:25","502","21.03","42.19","0.41","2.36","62.86","0.37"
"1692961800000","2023.08.25 19:35","502","21.04","42.20","0.41","2.36","62.86","0.37"
"1692962400000","2023.08.25 19:45","502","21.05","42.21","0.41","2.36","62.86","0.37"
"1692963600000","2023.08.25 20:05","502","21.06","42.24","0.41","2.38","62.86","0.37"
"1692965400000","2023.08.25 20:35","502","21.09","42.26","0.41","2.43","62.86","0.37"
"1692966600000","2023.08.25 20:55","503","21.10","42.29","0.41","2.43","62.86","0.37"
"1692968400000","2023.08.25 21:25","502","21.16","42.32","0.41","2.43","63.02","0.37"
"1.692969e+12","2023.08.25 21:35","502","21.17","42.34","0.41","2.43","63.02","0.37"
"1692969600000","2023.08.25 21:45","502","21.17","42.34","0.41","2.45","63.02","0.37"
"1692970800000","2023.08.25 22:05","502","21.21","42.35","0.41","2.45","63.07","0.43"
"1.692972e+12","2023.08.25 22:25","502","21.23","42.38","0.41","2.45","63.07","0.43"
"1692972600000","2023.08.25 22:35","502","21.23","42.38","0.41","2.46","63.07","0.43"
"1692973200000","2023.08.25 22:45","504","21.23","42.39","0.41","2.46","63.07","0.43"
"1692974400000","2023.08.25 23:05","504","21.25","42.41","0.41","2.52","63.07","0.43"
"1692975600000","2023.08.25 23:25","506","21.27","42.43","0.41","2.53","63.07","0.43"
"1692976200000","2023.08.25 23:35","505","21.28","42.43","0.41","2.53","63.07","0.44"
"1692976800000","2023.08.25 23:45","506","21.28","42.43","0.41","2.53","63.07","0.44"
"1.692978e+12","2023.08.26 00:05","507","21.28","42.44","0.41","2.55","63.08","0.44"
"1692979200000","2023.08.26 00:25","507","21.29","42.45","0.41","2.55","63.08","0.44"
"1692980400000","2023.08.26 00:45","507","21.31","42.46","0.41","2.55","63.12","0.44"
